eID,dID,efID,elID,jID,Attrition,DailyRate,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ExperienceLevel,burnout_rate,AnnualIncome
1196,2,1,4,6,No,809,1,3,36,3,3,15379,4,0,3,23,3,8,7,0,0,Senior,2.4,184548
1197,1,1,1,1,No,1206,23,4,80,3,3,7082,3,1,3,21,3,2,0,0,2,Junior,2.8,84984
1198,1,1,2,7,No,727,9,4,54,3,1,2728,1,0,3,2,3,2,2,0,2,Junior,2.2,32736
1199,1,1,4,1,No,530,16,3,36,3,4,5368,1,1,4,7,3,6,5,1,2,Mid-level,2.8,64416
1200,2,1,3,5,No,1351,26,1,80,3,3,5347,6,0,3,10,2,3,2,0,2,Mid-level,1.8,64164
1201,3,1,4,9,No,528,1,3,44,3,4,3195,4,1,3,8,3,2,2,2,2,Junior,2.8,38340
1202,2,3,2,3,Yes,1320,8,4,93,2,3,3989,1,1,3,5,3,5,4,1,2,Mid-level,2.6,47868
1203,2,3,1,3,No,1495,4,4,87,3,3,3306,7,0,3,7,2,0,0,0,0,Junior,2.4,39672
1204,2,3,3,5,No,1395,24,2,48,4,4,7005,3,0,3,11,3,4,3,1,2,Mid-level,2.6,84060
1205,1,3,1,7,Yes,708,7,4,95,3,3,2655,2,1,3,19,3,9,7,7,7,Senior,2.8,31860
1206,2,1,3,3,Yes,1259,2,4,95,3,2,1393,1,0,3,1,3,1,0,0,0,Junior,2.4,16716
1207,2,3,4,3,No,786,7,4,76,3,4,2570,1,0,4,7,3,7,7,5,7,Senior,2.8,30840
1208,2,5,4,2,No,1441,22,1,94,2,2,3537,5,0,3,8,3,4,2,1,2,Mid-level,1.6,42444
1209,2,3,1,3,No,1157,5,2,57,2,4,3986,1,0,3,15,4,15,10,4,13,Senior,2.4,47832
1210,2,3,3,5,No,370,1,3,92,1,4,10883,3,0,4,19,4,1,0,0,0,Junior,2.4,130596
1211,2,3,4,3,No,267,21,2,79,4,2,2028,1,0,3,14,3,14,11,2,13,Senior,2.2,24336
1212,1,3,3,1,No,1278,1,3,31,1,4,9525,1,0,3,6,2,6,3,1,3,Mid-level,2.0,114300
1213,2,1,4,2,No,678,19,2,35,2,4,2929,1,0,3,10,3,10,9,8,7,Senior,2.2,35148
1214,1,1,4,7,Yes,427,7,3,99,3,4,2275,1,1,4,3,3,3,2,0,2,Mid-level,2.8,27300
1215,2,1,4,5,No,921,2,3,96,4,4,7879,1,1,3,9,3,8,7,6,7,Senior,3.0,94548
1216,2,3,3,2,No,146,2,1,79,2,4,4930,0,1,3,6,4,5,4,1,4,Mid-level,2.4,59160
1217,1,3,4,1,No,1179,2,4,73,3,4,7847,1,1,3,10,3,10,9,8,8,Senior,3.0,94164
1218,2,3,4,2,No,581,9,3,62,4,3,4401,1,0,3,5,3,5,3,0,4,Mid-level,2.6,52812
1219,1,4,4,1,No,918,6,4,35,3,3,9241,1,0,3,10,3,10,8,8,7,Senior,2.6,110892
1220,2,3,3,3,No,1082,9,4,43,3,3,2974,9,0,3,9,3,5,3,1,2,Mid-level,2.6,35688
1221,1,1,3,7,No,530,2,3,51,3,4,4502,3,0,3,17,2,13,7,6,7,Senior,2.4,54024
1222,2,1,2,5,No,1238,1,3,74,2,3,10748,3,0,4,25,2,23,15,14,4,Senior,2.0,128976
1223,3,6,2,9,Yes,240,22,4,58,1,3,1555,1,0,3,1,3,1,0,0,0,Junior,2.2,18660
1224,1,1,4,1,Yes,1093,9,3,82,1,3,12936,7,0,3,25,1,23,5,14,10,Senior,1.6,155232
1225,2,3,3,3,No,390,17,4,62,1,3,2305,1,0,3,3,4,3,2,0,2,Mid-level,2.4,27660
1226,2,5,1,8,No,1005,28,4,48,2,2,16704,1,0,3,21,3,21,6,8,6,Senior,2.2,200448
1227,2,1,4,2,No,585,10,1,56,3,3,3433,6,0,3,10,2,5,2,1,3,Mid-level,1.8,41196
1228,2,1,3,3,No,741,2,2,69,3,3,3477,1,0,3,6,4,5,2,0,3,Mid-level,2.4,41724
1229,3,6,4,9,No,552,4,3,60,1,2,6430,6,0,3,10,3,3,2,1,2,Mid-level,1.8,77160
1230,2,1,1,4,No,369,8,2,92,3,1,6516,2,1,3,18,3,1,0,0,0,Junior,2.0,78192
1231,2,3,2,3,No,506,29,2,91,3,1,3907,1,0,3,6,4,6,2,1,2,Mid-level,2.0,46884
1232,2,1,3,5,No,717,13,3,34,3,2,5562,6,0,3,19,3,10,7,0,9,Senior,2.2,66744
1233,2,1,3,4,No,1370,27,4,49,3,3,6883,2,0,3,17,3,7,7,0,7,Senior,2.6,82596
1234,2,1,2,2,No,793,16,2,33,3,4,2862,1,0,3,10,2,10,0,0,8,Senior,2.2,34344
1235,1,4,3,1,No,543,2,3,87,3,2,4978,7,0,3,4,1,1,0,0,0,Junior,1.8,59736
1236,1,1,4,1,No,1277,2,3,74,3,4,10368,4,1,3,13,2,10,6,0,3,Senior,2.6,124416
1237,1,4,5,1,Yes,1456,13,2,96,2,1,6134,5,1,3,16,3,2,2,2,2,Junior,1.8,73608
1238,1,1,1,1,Yes,964,1,1,34,1,2,6735,6,0,3,10,3,0,0,0,0,Junior,1.4,80820
1239,2,3,2,3,No,160,4,3,51,3,2,3295,1,0,3,3,1,3,2,1,2,Mid-level,1.8,39540
1240,2,5,2,4,No,163,24,4,30,3,4,5238,2,0,4,9,2,5,4,1,4,Mid-level,2.6,62856
1241,2,1,4,3,No,792,1,4,77,3,4,6472,1,1,3,9,3,9,8,5,8,Senior,3.0,77664
1242,1,1,4,1,No,371,19,4,80,1,3,9610,3,0,3,10,1,4,3,0,2,Mid-level,1.8,115320
1243,1,3,3,6,No,611,7,2,88,3,2,19833,1,0,3,21,2,21,8,12,8,Senior,1.8,237996
1244,3,1,4,9,No,176,4,3,56,1,3,9756,4,0,4,9,4,5,0,0,3,Mid-level,2.2,117072
1245,2,5,3,2,No,1312,2,4,78,2,1,4968,0,0,3,10,3,9,7,0,7,Senior,2.0,59616
1246,3,3,4,9,No,897,10,1,59,3,4,2145,0,0,3,3,3,2,2,2,1,Junior,2.2,25740
1247,3,6,4,9,Yes,600,8,3,66,2,4,2180,6,0,3,6,2,4,2,1,2,Mid-level,2.2,26160
1248,1,5,4,1,No,1003,5,1,51,3,3,8346,1,0,3,6,3,5,2,0,2,Mid-level,2.0,100152
1249,2,3,4,2,No,1054,8,3,67,3,4,3445,1,0,3,6,2,6,2,1,4,Mid-level,2.4,41340
1250,1,4,4,7,Yes,428,9,2,52,1,2,2760,1,0,3,2,3,2,2,2,2,Junior,1.6,33120
1251,2,1,4,5,No,461,1,4,70,4,3,6294,8,1,3,10,4,3,2,0,2,Mid-level,3.2,75528
1252,1,4,1,1,No,979,15,3,94,2,1,7140,2,0,3,12,3,7,7,1,7,Senior,1.8,85680
1253,2,3,3,2,No,181,2,4,97,4,4,2932,0,1,3,6,3,5,0,1,2,Mid-level,3.2,35184
1254,1,4,4,1,No,1283,2,4,62,3,2,5147,8,0,3,13,2,11,7,1,7,Senior,2.2,61764
1255,1,4,3,1,No,1313,11,4,80,3,4,4507,3,0,3,8,4,5,1,0,4,Mid-level,3.0,54084
1256,1,1,4,1,Yes,211,16,1,74,3,1,8564,2,1,4,11,2,0,0,0,0,Junior,1.6,102768
1257,2,3,1,3,No,594,2,3,75,2,2,2468,4,0,3,9,2,6,1,0,5,Mid-level,1.8,29616
1258,1,4,3,1,Yes,1079,16,1,70,3,3,8161,2,0,3,10,3,1,0,0,0,Junior,2.0,97932
1259,2,5,4,2,No,590,4,4,91,2,1,2109,1,0,3,1,3,1,0,0,0,Junior,2.0,25308
1260,2,1,4,5,No,305,16,3,58,4,3,5294,3,0,3,10,3,7,0,1,7,Senior,2.6,63528
1261,2,5,3,2,No,953,5,2,65,3,2,2718,2,0,3,12,3,7,7,0,7,Senior,2.0,32616
1262,2,3,4,5,No,833,18,2,60,1,4,5811,3,1,3,15,3,1,0,1,0,Junior,2.2,69732
1263,2,5,4,2,Yes,807,17,3,38,2,3,2437,9,1,3,6,3,1,0,0,0,Junior,2.4,29244
1264,2,3,4,3,No,855,12,2,57,3,2,2766,8,0,4,7,2,5,3,0,4,Mid-level,1.8,33192
1265,2,3,4,8,No,478,2,3,60,2,1,19038,8,0,3,34,3,1,0,0,0,Junior,1.8,228456
1266,2,5,4,2,No,775,4,4,90,3,2,3055,5,0,3,11,2,9,8,1,7,Senior,2.2,36660
1267,2,1,3,3,No,548,9,3,94,3,1,2289,1,0,4,5,3,5,3,0,4,Mid-level,2.0,27468
1268,1,1,4,1,No,1375,10,4,87,3,3,4001,1,1,3,15,3,15,14,0,7,Senior,2.8,48012
1269,2,3,3,4,No,661,1,1,60,2,3,12965,4,1,4,27,2,3,2,0,2,Mid-level,1.8,155580
1270,3,1,4,9,No,244,2,2,97,3,4,3539,0,0,3,10,3,9,7,1,8,Senior,2.4,42468
1271,1,1,1,1,No,511,3,4,32,1,4,6029,5,0,3,6,3,2,2,2,2,Junior,2.4,72348
1272,1,4,2,7,Yes,337,7,2,31,3,2,2679,1,0,3,1,3,1,0,1,0,Junior,2.0,32148
1273,2,2,1,3,No,1153,6,4,40,2,3,3702,1,0,3,5,3,5,4,0,4,Mid-level,2.4,44424
1274,2,3,2,3,Yes,1294,8,3,79,3,1,2398,1,1,3,1,3,1,0,0,0,Junior,2.2,28776
1275,1,4,3,1,No,196,29,1,91,2,4,5468,1,0,3,13,3,12,7,5,7,Senior,2.0,65616
1276,2,5,4,6,No,942,3,1,53,3,3,13116,2,0,3,15,3,2,2,2,2,Junior,2.0,157392
1277,1,4,1,1,No,589,9,2,46,2,2,4189,1,0,3,5,3,5,2,0,3,Mid-level,1.8,50268
1278,2,3,3,8,No,734,2,3,46,3,4,19328,7,1,3,24,3,2,1,2,2,Junior,2.8,231936
1279,2,1,4,5,No,1383,10,4,90,3,1,8321,7,1,3,15,3,12,8,5,7,Senior,2.4,99852
1280,2,3,1,2,Yes,429,1,3,99,3,2,2342,1,1,3,6,2,5,3,2,3,Mid-level,2.2,28104
1281,3,2,1,9,No,1239,8,3,89,3,2,4071,2,0,3,19,2,10,0,4,7,Senior,2.0,48852
1282,1,1,4,1,Yes,303,27,3,84,3,4,5813,1,1,3,10,3,10,7,7,7,Senior,2.8,69756
1283,2,1,3,2,No,867,8,4,90,4,1,3143,6,0,3,14,3,10,8,7,6,Senior,2.4,37716
1284,2,1,4,2,No,1181,1,3,82,3,4,2044,1,0,3,5,4,5,3,0,3,Mid-level,2.8,24528
1285,2,3,2,8,No,1253,10,3,65,3,3,13464,7,0,4,9,3,4,3,2,2,Mid-level,2.4,161568
1286,1,1,1,1,No,849,26,2,98,2,2,7991,8,0,3,6,3,2,2,2,2,Junior,1.8,95892
1287,2,1,1,3,No,616,2,3,99,3,1,3377,4,0,3,7,2,4,3,0,2,Mid-level,1.8,40524
1288,2,3,4,5,No,1128,13,2,95,4,1,5538,5,0,3,10,2,0,0,0,0,Junior,1.8,66456
1289,2,3,1,4,No,1180,2,2,90,3,4,5762,2,0,3,15,3,7,7,1,7,Senior,2.4,69144
1290,3,6,4,9,No,1336,2,1,100,3,2,2592,5,0,3,13,3,11,10,3,8,Senior,1.8,31104
1291,2,1,3,3,Yes,234,9,4,93,3,1,5346,4,0,3,11,2,7,1,0,7,Senior,2.0,64152
1292,2,3,3,4,Yes,370,10,4,58,3,1,4213,1,0,3,10,1,10,3,0,8,Senior,1.8,50556
1293,1,1,4,1,No,766,20,3,83,3,4,4127,2,0,3,7,3,2,1,2,2,Junior,2.6,49524
1294,2,1,4,2,No,343,9,1,52,3,3,2438,4,0,3,7,2,3,2,1,2,Mid-level,1.8,29256
1295,2,1,4,5,No,447,5,2,85,4,2,6870,3,0,3,11,1,3,2,1,2,Mid-level,1.8,82440
1296,1,4,2,1,No,796,4,3,81,3,3,10447,0,1,3,23,4,22,14,13,5,Senior,2.8,125364
1297,2,3,4,4,No,1092,10,1,64,3,3,9667,9,0,3,9,3,7,7,0,2,Senior,2.0,116004
1298,3,3,1,9,Yes,920,20,4,69,3,2,2148,0,1,3,6,3,5,1,1,4,Mid-level,2.6,25776
1299,2,3,1,5,Yes,261,21,4,66,3,2,8926,4,0,4,13,4,9,7,3,7,Senior,2.6,107112
1300,2,1,4,5,No,1194,1,3,52,3,4,6513,4,0,3,12,3,5,3,0,3,Mid-level,2.6,78156
1301,1,5,1,1,No,810,8,2,92,4,3,6799,1,0,4,10,3,10,8,4,8,Senior,2.4,81588
1302,1,3,4,6,No,350,2,2,52,3,2,16291,4,0,4,37,2,16,9,14,14,Senior,1.8,195492
1303,2,3,3,3,No,185,23,2,91,1,3,2705,0,0,3,6,4,5,4,0,3,Mid-level,2.0,32460
1304,2,1,4,4,No,1001,4,3,92,2,2,10333,8,1,3,28,3,22,11,14,10,Senior,2.2,123996
1305,2,1,4,5,No,750,12,2,47,3,1,4448,2,0,3,15,3,7,4,7,7,Senior,1.8,53376
1306,2,3,3,2,No,431,7,4,68,3,4,6854,4,0,3,14,2,7,1,1,7,Senior,2.6,82248
1307,1,4,3,1,No,1125,7,1,68,3,1,9637,2,0,3,9,3,3,2,2,2,Mid-level,1.6,115644
1308,2,3,4,2,No,1217,1,3,67,3,1,3591,1,0,4,3,3,3,2,1,2,Mid-level,2.0,43092
1309,1,4,3,7,No,723,2,2,77,1,4,5405,2,1,4,20,2,4,2,0,3,Mid-level,2.0,64860
1310,1,3,4,1,No,572,10,3,46,3,4,4684,1,0,3,5,3,5,3,1,2,Mid-level,2.6,56208
1311,2,1,3,8,No,1216,15,1,87,3,3,15787,2,1,3,23,3,2,2,2,2,Junior,2.2,189444
1312,2,3,4,2,No,1431,14,2,33,3,3,1514,1,0,3,0,1,0,0,0,0,Junior,1.8,18168
1313,3,6,5,9,Yes,359,18,4,89,4,1,2956,0,0,3,2,3,1,0,0,0,Junior,2.4,35472
1314,3,6,4,9,Yes,350,13,1,56,2,1,2335,4,1,3,4,3,2,2,2,0,Junior,1.6,28020
1315,1,1,3,1,No,589,2,3,67,3,3,5154,4,0,4,10,4,8,7,5,7,Senior,2.6,61848
1316,2,2,3,2,No,430,2,4,73,3,2,6962,4,1,4,15,3,1,0,0,0,Junior,2.6,83544
1317,1,1,3,1,No,1422,2,1,92,3,4,5675,1,0,4,7,3,7,7,7,7,Senior,2.2,68100
1318,2,1,1,3,No,1297,5,4,53,3,4,2379,0,1,3,6,2,5,4,0,2,Mid-level,2.8,28548
1319,2,3,2,3,No,574,20,4,40,3,4,3812,1,0,3,11,4,11,8,3,10,Senior,3.0,45744
1320,1,4,3,1,No,1318,10,4,79,3,4,4648,8,0,3,4,4,0,0,0,0,Junior,3.0,55776
1321,2,5,3,2,No,355,10,3,38,3,3,2936,3,0,4,10,2,6,3,3,3,Mid-level,2.2,35232
1322,2,1,3,3,No,207,9,2,64,3,3,2105,4,0,3,7,3,2,2,2,0,Junior,2.2,25260
1323,2,1,1,4,No,706,2,4,82,3,4,8578,3,0,3,12,2,9,8,4,7,Senior,2.6,102936
1324,3,1,1,9,No,280,1,3,43,3,4,2706,1,0,3,3,3,3,2,2,2,Mid-level,2.6,32472
1325,2,1,2,5,No,726,29,4,93,1,3,6384,8,0,3,11,3,7,0,1,6,Senior,2.2,76608
1326,2,1,4,3,No,1142,8,4,81,3,3,3968,4,0,3,8,3,0,0,0,0,Junior,2.6,47616
1327,1,4,3,1,Yes,414,2,3,82,2,2,9907,7,1,3,7,2,2,2,2,2,Junior,2.0,118884
1328,1,5,4,1,No,1319,3,1,45,4,1,13225,2,0,3,25,3,19,17,2,8,Senior,1.8,158700
1329,1,3,2,7,No,728,23,2,36,2,3,3540,1,0,4,9,3,9,8,5,8,Senior,2.0,42480
1330,3,3,2,9,No,352,6,4,87,2,2,2804,1,0,3,1,3,1,0,0,0,Junior,2.2,33648
1331,2,3,4,6,No,823,6,1,81,2,3,19392,7,0,3,21,3,16,12,6,14,Senior,1.8,232704
1332,2,1,4,8,No,1224,10,4,91,2,2,19665,4,0,3,29,3,22,10,12,9,Senior,2.2,235980
1333,2,1,1,2,Yes,459,24,4,73,2,4,2439,1,1,4,1,2,1,0,1,0,Junior,2.6,29268
1334,1,1,4,1,Yes,1254,10,3,64,3,2,7314,5,0,4,14,3,8,7,0,7,Senior,2.2,87768
1335,2,1,4,2,No,1131,15,4,77,2,1,4774,0,0,3,8,2,7,6,7,3,Senior,1.8,57288
1336,2,2,3,2,No,835,19,4,41,3,4,3902,8,0,3,7,3,2,2,2,2,Junior,2.8,46824
1337,2,5,3,2,No,836,2,2,98,2,4,2662,8,0,4,19,4,5,2,0,4,Mid-level,2.4,31944
1338,1,3,4,7,No,1172,3,2,78,3,2,2856,1,0,3,1,3,1,0,0,0,Junior,2.0,34272
1339,1,3,4,7,Yes,945,9,2,89,3,4,1081,1,0,3,1,2,1,0,0,0,Junior,2.2,12972
1340,2,1,2,2,Yes,391,7,4,75,3,2,2472,1,1,4,1,3,1,0,0,0,Junior,2.6,29664
1341,1,5,3,1,No,1266,10,2,63,2,3,5673,1,1,3,10,3,10,9,1,7,Senior,2.2,68076
1342,2,1,4,3,No,311,20,2,89,3,3,4197,1,0,3,10,3,10,8,0,2,Senior,2.2,50364
1343,1,1,4,1,No,1480,4,3,64,3,4,9713,2,1,3,9,3,5,3,1,0,Mid-level,2.8,116556
1344,2,1,4,3,No,592,7,4,59,3,1,2062,3,0,3,11,3,3,2,1,2,Mid-level,2.2,24744
1345,2,3,3,2,No,783,7,4,78,3,1,4284,5,1,4,16,3,5,3,0,4,Mid-level,2.4,51408
1346,2,2,1,4,No,219,16,4,44,2,2,4788,0,1,3,4,3,3,2,0,2,Mid-level,2.4,57456
1347,2,1,1,4,No,556,25,2,93,2,4,5906,0,0,3,10,2,9,8,3,8,Senior,2.0,70872
1348,3,6,2,9,No,1213,2,2,94,2,4,3886,1,0,4,10,2,10,1,0,8,Senior,2.0,46632
1349,2,1,3,6,No,1137,1,1,98,3,1,16823,2,0,3,22,3,19,7,11,16,Senior,1.6,201876
1350,2,1,1,2,No,482,1,2,90,2,3,2933,1,1,3,1,2,1,0,1,0,Junior,2.0,35196
1351,1,3,1,1,No,511,2,1,89,4,3,6500,0,0,3,9,2,8,7,0,7,Senior,2.0,78000
1352,2,3,4,6,No,117,22,4,58,3,4,17174,3,0,3,24,3,22,17,4,7,Senior,2.8,206088
1353,2,1,3,5,No,170,1,2,78,4,1,5033,2,0,3,10,3,2,0,2,2,Junior,2.0,60396
1354,2,5,3,2,Yes,967,16,4,85,1,1,2307,1,1,4,5,3,5,2,3,0,Mid-level,2.0,27684
1355,2,1,1,3,Yes,1162,24,1,97,3,4,2587,1,0,3,5,3,4,2,1,0,Mid-level,2.2,31044
1356,1,4,1,1,No,335,17,3,33,2,2,5507,2,0,3,12,1,4,2,1,3,Mid-level,1.6,66084
1357,1,4,4,1,No,337,8,3,54,3,2,4393,5,0,4,14,3,5,4,1,4,Mid-level,2.2,52716
1358,2,3,4,8,No,1396,6,3,83,3,1,13348,9,0,3,18,4,13,7,5,7,Senior,2.2,160176
1359,1,3,1,1,No,1079,10,3,86,3,4,6583,2,1,3,8,3,5,2,1,4,Mid-level,2.8,78996
1360,1,3,2,1,No,735,3,4,75,2,4,8103,3,1,3,9,2,4,2,0,1,Mid-level,2.6,97236
1361,2,3,4,3,No,471,4,1,62,4,3,3978,8,0,3,4,2,2,2,2,2,Junior,2.0,47736
1362,2,2,4,3,No,1096,6,3,61,4,4,2544,0,0,3,8,3,7,7,7,7,Senior,2.8,30528
1363,2,3,3,5,No,1297,1,2,44,3,3,5399,4,0,3,12,3,4,2,0,3,Mid-level,2.2,64788
1364,1,4,3,1,No,217,10,2,43,3,3,5487,1,0,3,10,2,10,4,0,9,Senior,2.0,65844
1365,1,1,1,1,No,783,1,3,42,2,4,6834,1,1,3,7,3,7,7,0,7,Senior,2.6,82008
1366,1,5,4,7,Yes,746,24,3,45,4,1,1091,1,0,3,1,3,1,0,0,0,Junior,2.2,13092
1367,1,1,3,1,No,1251,21,1,32,1,3,5736,6,0,3,10,3,3,2,1,2,Mid-level,1.6,68832
1368,2,5,3,2,No,1354,2,2,41,3,2,2226,1,0,3,6,2,5,3,1,2,Mid-level,1.8,26712
1369,2,2,3,2,No,735,22,3,86,2,4,5747,1,1,3,16,3,15,10,6,11,Senior,2.6,68964
1370,1,4,1,1,Yes,1475,13,4,84,3,3,9854,3,1,3,6,3,2,0,2,2,Junior,2.8,118248
1371,2,5,3,2,No,1169,14,3,64,3,2,5467,8,0,3,16,4,8,7,1,7,Senior,2.4,65604
1372,1,4,5,1,No,1443,11,4,89,2,1,5380,4,0,3,6,3,0,0,0,0,Junior,2.0,64560
1373,2,3,1,4,No,867,9,1,87,3,1,5151,1,0,4,10,3,10,0,7,9,Senior,1.6,61812
1374,2,3,4,2,No,1394,8,4,58,2,2,2133,1,1,3,20,3,20,11,0,7,Senior,2.4,25596
1375,1,1,4,6,No,605,21,4,72,3,4,17875,4,1,3,29,2,1,0,0,0,Junior,2.8,214500
1376,2,1,1,2,Yes,238,5,1,47,4,3,2432,3,1,3,8,3,4,1,0,3,Mid-level,2.4,29184
1377,2,1,1,2,No,1206,9,2,71,3,4,4771,2,0,3,10,4,5,2,0,3,Mid-level,2.6,57252
1378,2,1,2,8,No,1064,2,2,42,3,4,19161,3,0,3,28,3,5,4,4,3,Mid-level,2.4,229932
1379,1,4,3,1,No,419,12,2,77,3,4,5087,3,1,3,14,3,0,0,0,0,Junior,2.6,61044
1380,3,6,4,9,Yes,1337,22,1,58,2,2,2863,1,0,3,1,3,1,0,0,0,Junior,1.6,34356
1381,1,3,3,1,No,682,18,2,71,3,1,5561,0,0,3,6,1,5,3,0,4,Mid-level,1.4,66732
1382,2,3,4,2,No,1103,16,3,49,3,3,2144,1,0,3,5,2,5,3,1,4,Mid-level,2.2,25728
1383,2,3,1,2,No,976,3,3,48,3,1,3065,1,1,3,4,4,4,2,2,3,Mid-level,2.4,36780
1384,2,1,3,3,No,1351,9,1,66,4,2,2810,1,0,4,5,3,5,4,0,2,Mid-level,2.0,33720
1385,1,4,4,1,No,937,1,1,32,3,4,9888,1,0,4,14,2,14,8,2,1,Senior,2.0,118656
1386,1,3,3,1,No,1239,13,4,39,3,3,8628,1,0,3,9,2,8,7,1,1,Senior,2.4,103536
1387,2,3,4,3,No,157,1,3,95,3,1,2867,0,0,3,8,2,7,7,7,6,Senior,1.8,34404
1388,2,1,4,5,No,136,1,1,89,3,1,5373,0,0,3,6,2,5,3,0,2,Mid-level,1.4,64476
1389,2,3,3,5,No,1146,15,3,34,3,4,6667,5,0,3,9,3,5,1,1,2,Mid-level,2.6,80004
1390,2,1,4,2,No,1125,1,4,48,1,1,5003,1,0,4,10,3,10,8,8,7,Senior,1.8,60036
1391,2,5,4,3,Yes,1404,17,3,32,2,4,2367,5,0,3,6,2,4,1,0,3,Mid-level,2.2,28404
1392,1,1,4,7,No,1404,1,1,59,2,1,2858,4,0,3,20,2,1,0,0,0,Junior,1.2,34296
1393,1,1,3,1,No,1224,7,3,55,3,4,5204,1,1,3,10,3,10,8,0,9,Senior,2.8,62448
1394,1,4,4,1,No,954,9,4,44,3,4,4105,1,0,3,7,3,7,7,0,7,Senior,2.8,49260
1395,2,1,3,4,No,1373,5,4,56,2,4,9679,8,0,4,8,3,1,0,0,0,Junior,2.6,116148
1396,1,4,3,1,Yes,754,26,1,63,3,4,5617,1,1,3,10,3,10,7,0,8,Senior,2.4,67404
1397,1,1,3,1,Yes,1168,24,1,66,3,1,10448,6,1,3,15,2,2,2,2,2,Junior,1.6,125376
1398,2,1,1,2,No,155,9,1,67,3,3,2897,3,0,3,9,2,4,3,2,3,Mid-level,1.8,34764
1399,2,1,1,5,No,1303,7,4,36,3,3,5968,1,0,4,9,3,9,7,2,8,Senior,2.6,71616
1400,2,1,4,5,No,574,11,1,30,3,3,7510,1,0,3,10,3,10,9,0,9,Senior,2.0,90120
1401,3,2,3,9,No,1444,1,4,88,3,2,2991,0,1,3,7,3,6,2,1,2,Mid-level,2.6,35892
1402,3,6,3,6,No,189,26,3,71,4,2,19636,4,1,3,35,3,10,9,1,4,Senior,2.6,235632
1403,2,3,2,3,No,1276,2,4,59,1,4,1129,1,1,3,1,3,1,0,0,0,Junior,2.6,13548
1404,1,4,3,1,No,119,15,2,77,3,1,13341,0,0,3,21,3,20,8,11,10,Senior,1.8,160092
1405,2,1,1,2,No,335,23,4,37,2,3,4332,1,0,3,20,3,20,9,3,7,Senior,2.4,51984
1406,2,3,4,8,No,697,10,3,40,3,3,11031,4,0,4,13,4,11,7,4,8,Senior,2.6,132372
1407,2,3,4,4,No,157,10,3,77,3,1,4440,6,1,3,9,3,5,2,1,4,Mid-level,2.2,53280
1408,2,1,1,5,No,771,1,2,45,2,3,4617,1,0,3,4,2,4,3,1,2,Mid-level,1.8,55404
1409,2,2,1,3,No,571,12,4,78,3,4,2647,1,0,3,5,4,5,2,1,4,Mid-level,3.0,31764
1410,2,5,4,3,No,692,11,4,73,3,3,6323,1,0,3,10,4,10,9,9,4,Senior,2.8,75876
1411,1,4,1,1,No,444,2,2,92,3,2,5677,3,0,3,15,3,11,8,5,10,Senior,2.0,68124
1412,3,6,4,9,No,309,2,3,82,3,2,2187,4,0,3,6,3,2,0,1,2,Junior,2.2,26244
1413,2,3,1,3,No,911,1,4,76,3,2,3748,1,0,3,12,2,12,8,1,7,Senior,2.2,44976
1414,2,2,2,3,No,977,2,4,57,3,3,3977,6,1,3,7,2,2,2,0,2,Junior,2.6,47724
1415,2,3,4,5,No,1180,25,1,84,3,3,8633,2,0,4,25,3,17,14,12,11,Senior,2.0,103596
1416,2,3,1,3,No,1313,1,2,59,2,3,2008,1,0,3,1,2,1,1,0,0,Junior,1.8,24096
1417,1,1,3,1,No,1321,1,4,86,3,2,4440,0,0,3,16,3,15,13,5,8,Senior,2.4,53280
1418,1,1,1,7,No,1154,2,1,54,3,3,3067,0,0,3,3,3,2,2,1,2,Junior,2.0,36804
1419,2,1,3,4,No,508,6,1,72,2,3,5321,2,0,3,10,3,8,3,7,7,Senior,1.8,63852
1420,2,1,3,2,No,557,18,4,35,3,1,5410,6,1,3,9,2,4,3,1,2,Mid-level,2.2,64920
1421,2,1,4,2,No,642,1,4,76,3,4,2782,3,0,4,12,3,5,3,1,0,Mid-level,2.8,33384
1422,2,3,2,8,No,1162,1,3,98,3,2,11957,0,0,3,14,1,13,8,5,12,Senior,1.8,143484
1423,2,3,3,3,No,1490,11,4,43,3,3,2660,7,1,3,5,3,2,2,2,2,Junior,2.8,31920
1424,2,1,1,2,No,581,1,4,63,3,3,3375,0,0,3,4,4,3,2,1,2,Mid-level,2.8,40500
1425,2,3,3,2,No,1395,9,2,48,3,3,5098,1,0,3,10,3,10,7,0,8,Senior,2.2,61176
1426,2,3,1,5,No,501,15,2,95,3,4,4878,0,1,3,10,3,9,7,8,1,Senior,2.6,58536
1427,2,1,3,3,No,267,29,3,49,2,2,2837,1,0,3,6,3,6,2,4,1,Mid-level,2.0,34044
1428,2,1,3,3,No,543,1,1,83,3,4,2406,8,0,3,8,2,1,0,0,0,Junior,2.0,28872
1429,1,3,3,7,No,234,1,2,68,2,2,2269,0,0,3,3,3,2,2,2,2,Junior,1.8,27228
1430,2,1,2,2,No,116,24,1,52,3,4,4108,7,0,3,18,3,7,7,1,7,Senior,2.2,49296
1431,2,3,4,8,No,201,10,2,99,1,3,13206,3,0,3,20,3,18,16,1,11,Senior,1.8,158472
